nodes,degrees_nodes,degree_centrality,pagerank_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality
22,11,0.0027241208519068845,0.00016385672869526872,1.0294025498952224e-06,0.2612746683921061,6.703002200833232e-07
23,17,0.004210004952947003,0.0004043263404882842,2.256797230645142e-07,0.2613761408505405,6.860348937590618e-06
24,16,0.00396235760277365,0.00022824011209266327,2.415974422984591e-07,0.2613592233009709,1.3673472422981514e-07
25,69,0.017087667161961365,0.0008004126605197681,2.080506542602055e-06,0.26225888160031174,5.38808313945586e-05
26,68,0.016840019811788013,0.0006922746319436038,2.321841503096673e-06,0.26224184959085595,1.935436798204632e-05
27,5,0.0012382367508667657,9.900477693053426e-05,3.783735393932448e-07,0.2611732746911584,3.067220091322184e-08
28,13,0.0032194155522535907,0.0002552192093758929,2.206960714741669e-07,0.2613084837895554,3.812160659244892e-07
29,13,0.0032194155522535907,0.00019154955480122382,2.8568707799763906e-07,0.2613084837895554,1.3954817951917517e-06
30,17,0.004210004952947003,0.0002121964513121638,9.552541190497002e-07,0.2613761408505405,1.3694627409316544e-06
31,23,0.005695889053987122,0.00029936195818065976,1.444843646805066e-06,0.2614776921582594,4.932641252790837e-06
32,6,0.0014858841010401188,0.00014788937149430478,2.107395475550866e-07,0.26119016817593793,0.0
33,2,0.0004952947003467063,9.172093610965165e-05,2.0532123093548593e-07,0.26112260734609416,0.0
34,5,0.0012382367508667657,9.248443396698941e-05,4.03694953550496e-06,0.3033125516412529,0.0036020881281963652
35,2,0.0004952947003467063,7.353643512923525e-05,2.054038454206279e-07,0.26112260734609416,0.0
36,11,0.0027241208519068845,0.0001850267791448929,2.287796395910533e-07,0.2612746683921061,2.726417858953052e-08
37,1,0.00024764735017335313,5.2591423276218314e-05,2.0405673475102277e-07,0.26110572259941806,0.0
38,9,0.002228826151560178,0.00014126143938496464,7.149747036557381e-07,0.2612408617454875,7.344481172858835e-07
39,15,0.003714710252600297,0.00019468359653213862,4.79542379551004e-07,0.2613423079412336,9.548632622274015e-07
40,44,0.010896483407627538,0.0004956290864477818,1.7753744897218087e-06,0.26183374400207493,1.3796059569123122e-05
41,24,0.005943536404160475,0.00046530604538298797,2.3547382692641085e-07,0.26149462504856885,4.673274954378314e-06
42,2,0.0004952947003467063,9.172093610965165e-05,2.0532123093513176e-07,0.26112260734609416,0.0
43,1,0.00024764735017335313,5.2591423276218314e-05,2.0405673474800251e-07,0.26110572259941806,0.0
44,6,0.0014858841010401188,0.00013694286955319687,2.1111533520595838e-07,0.26119016817593793,0.0
45,12,0.0029717682020802376,0.0001596025527911737,7.65650546500983e-07,0.2612915749967646,3.0243457405507097e-07
46,5,0.0012382367508667657,0.00013312362076432354,2.0956272910770387e-07,0.2611732746911584,0.0
47,2,0.0004952947003467063,8.030042198440289e-05,2.0626964064900895e-07,0.26112260734609416,0.0
48,22,0.005448241703813769,0.00029272795380994835,4.753682604844953e-07,0.26146076146076147,5.29085361854899e-06
49,4,0.0009905894006934125,0.00015564790905136537,2.0787486928321786e-07,0.26115638339154057,1.8403320547933104e-07
50,11,0.0027241208519068845,0.00015285262772959924,4.3919865515807864e-07,0.2612746683921061,5.135467952242277e-07
51,7,0.001733531451213472,0.00014051490911703464,2.3271447991716478e-07,0.2612070638463031,9.201660273966552e-08
52,2,0.0004952947003467063,8.219518722798913e-05,2.053456831978404e-07,0.26112260734609416,0.0
53,31,0.007677067855373947,0.00041525518043789315,9.232469156809417e-07,0.26161321671525756,1.0849233385514972e-05
54,8,0.001981178801386825,0.0001346315395348503,2.4703139602221523e-07,0.2612239617026782,3.6120168027808387e-07
55,17,0.004210004952947003,0.00019740128445968694,9.9045067774343e-07,0.2613761408505405,1.8160988132495756e-07
56,78,0.019316493313521546,0.0008039024292749443,2.634883956291829e-05,0.27585735756250856,0.0010850657064421735
57,15,0.003714710252600297,0.00021380181907352505,4.1395270887485835e-07,0.2613423079412336,1.5359027152243021e-06
58,12,0.0029717682020802376,0.00021402001229947393,0.0005890358357495456,0.3974018305284913,0.08436020590796486
59,19,0.0047052996532937095,0.00022393731076947957,5.108247764792943e-07,0.2614099825208778,7.274796871349583e-07
60,8,0.001981178801386825,0.0001179214817815534,7.320134521374493e-07,0.2612239617026782,7.546141619678459e-08
61,3,0.0007429420505200594,9.993081338694414e-05,2.0673541098144237e-07,0.2611394942766604,6.134440182644368e-08
62,26,0.0064388311045071814,0.000294118187302578,1.0396859016659625e-06,0.26152849740932643,2.8660815656610625e-06
63,6,0.0014858841010401188,9.762401994576605e-05,4.0564739572453405e-07,0.26119016817593793,0.0
64,7,0.001733531451213472,0.00014304317844236687,2.579761597275421e-07,0.2790408403012922,1.2821395685548784e-05
65,12,0.0029717682020802376,0.00016011443293880614,5.980274775858302e-07,0.2612915749967646,6.893923913652614e-07
66,15,0.003714710252600297,0.00017891995625352093,1.265461695739684e-06,0.2613423079412336,9.542251505382869e-08
67,76,0.018821198613174838,0.0007724556453836683,2.6656492088176932e-05,0.27581967213114755,0.0009118520705882054
68,9,0.002228826151560178,0.00021487874776333194,2.149053406210422e-07,0.2612408617454875,1.4722656438346484e-07
69,10,0.0024764735017335313,0.0001410081446777761,5.930609988813564e-07,0.26125776397515527,1.9840927984607338e-07
70,2,0.0004952947003467063,7.684630684627396e-05,2.0537906934928024e-07,0.26112260734609416,0.0
71,3,0.0007429420505200594,0.00010148330553096666,2.0671909986978394e-07,0.2611394942766604,0.0
72,24,0.005943536404160475,0.0002733935497308621,7.240412334985704e-07,0.26149462504856885,1.8125106130858043e-06
73,10,0.0024764735017335313,0.00015801614677929968,2.458078374267319e-07,0.26125776397515527,6.016664242341218e-07
74,1,0.00024764735017335313,5.2591423276218314e-05,2.0405673474804479e-07,0.26110572259941806,0.0
75,14,0.003467062902426944,0.00017600935698758896,9.412489724351322e-07,0.26132539477090344,2.5490958649817383e-07
76,3,0.0007429420505200594,8.258166400536363e-05,2.1829726028081226e-07,0.2611394942766604,0.0
77,6,0.0014858841010401188,0.00012062978066488579,2.3573563789685688e-07,0.26119016817593793,2.556016742768486e-07
78,9,0.002228826151560178,0.00021693170124186377,2.1467477959659625e-07,0.2612408617454875,0.0
79,12,0.0029717682020802376,0.00015290410790864953,4.968833496811061e-07,0.2612915749967646,2.0870669696912043e-08
80,23,0.005695889053987122,0.00031475366122911397,5.750777480614374e-07,0.2679140127388535,0.00015960172239363706
81,3,0.0007429420505200594,0.00010752780555275151,2.2905460209320766e-07,0.2611394942766604,6.134440182644368e-08
82,34,0.008420009905894007,0.0003849000964535906,8.866073247758551e-07,0.26166407465007774,7.3592283705503054e-06
83,7,0.001733531451213472,0.00014051490911703464,2.3271447991574703e-07,0.2612070638463031,9.201660273966552e-08
84,13,0.0032194155522535907,0.00019107773185719068,4.368121898642616e-07,0.2613084837895554,1.3929533620512854e-06
85,14,0.003467062902426944,0.000182837954537027,6.145428187903426e-07,0.26132539477090344,5.032627527050142e-07
86,6,0.0014858841010401188,0.00015187043333662333,2.109197730747237e-07,0.26119016817593793,0.0
87,13,0.0032194155522535907,0.0001726709411151336,2.5341383248552065e-05,0.27463782901448686,4.625863702493762e-05
88,20,0.004952947003467063,0.00028441481196072053,7.711379733827443e-07,0.26142690664249646,4.549846123020853e-06
89,8,0.001981178801386825,0.00022888063692828091,2.13219890797911e-07,0.2612239617026782,3.312597698627958e-07
90,2,0.0004952947003467063,8.919860362388565e-05,2.0532901908101766e-07,0.26112260734609416,0.0
91,8,0.001981178801386825,0.00023737300152657922,2.131188415840421e-07,0.2612239617026782,2.7604980821899654e-07
92,21,0.005200594353640416,0.00028831153295411636,2.5432251071844664e-07,0.2614438329556491,6.842999005760918e-07
93,8,0.001981178801386825,0.00018377073837312445,2.1353881369135417e-07,0.2612239617026782,9.40614161338803e-08
94,22,0.005448241703813769,0.00029878104789358967,4.242681374314668e-07,0.26146076146076147,2.1380836623092413e-06
95,6,0.0014858841010401188,0.00018055035893729885,2.105575687174129e-07,0.26119016817593793,6.134440182644368e-08
96,9,0.002228826151560178,0.00014618512832270217,4.0359895231129863e-07,0.2612408617454875,7.835986401270893e-07
97,3,0.0007429420505200594,0.00010958436029004845,2.0665145400056843e-07,0.2611394942766604,4.089626788429578e-08
98,49,0.012134720158494303,0.0005003246722658377,1.8548053581950585e-06,0.26191866121813584,6.75276474687329e-06
99,13,0.0032194155522535907,0.0002993734003136998,2.20199266367388e-07,0.2613084837895554,8.161726604908745e-07
100,9,0.002228826151560178,0.00017520377701900366,2.6194285635251596e-07,0.2612408617454875,5.316514824958451e-07
101,19,0.0047052996532937095,0.00026633258205467354,2.471020370067457e-07,0.2614099825208778,7.890545400009306e-07
102,6,0.0014858841010401188,0.0001536353619686624,2.1088709071390892e-07,0.26119016817593793,0.0
103,16,0.00396235760277365,0.00018812236311743378,2.5083200685889412e-05,0.2746938775510204,9.4190407877329e-05
104,32,0.0079247152055473,0.00034640792239928187,1.4265774023050737e-06,0.2616301671634055,3.0155346005494676e-06
105,14,0.003467062902426944,0.0001813354264970288,6.334297347776008e-07,0.26132539477090344,4.083494447761187e-07
106,8,0.001981178801386825,0.0001275482626354048,3.9644184138547567e-07,0.2612239617026782,3.6387941210384125e-07
107,1045,0.258791480931154,0.006936420955866117,0.0001672667146414343,0.45969945355191255,0.4805180785560152
108,13,0.0032194155522535907,0.00020008087943521537,4.007566358755559e-07,0.2613084837895554,3.481582493846834e-07
109,37,0.009162951956414065,0.00040147225316823187,1.906586063724069e-06,0.26171495236243436,5.787658323854831e-06
110,5,0.0012382367508667657,0.000155723211962933,2.092831873407361e-07,0.2611732746911584,0.0
111,14,0.003467062902426944,0.0002934993171110268,2.2185331828289125e-07,0.26132539477090344,1.5294230468062708e-06
112,3,0.0007429420505200594,0.00010075548047141475,2.0671970936116685e-07,0.2611394942766604,0.0
113,40,0.009905894006934125,0.0004217680378937481,1.4927876519494222e-06,0.2617658498638662,5.229334396770685e-06
114,1,0.00024764735017335313,5.2591423276218314e-05,2.040567347496269e-07,0.26110572259941806,0.0
115,21,0.005200594353640416,0.0004171974177353141,2.3144609145264001e-07,0.2614438329556491,3.3336831770046665e-06
116,17,0.004210004952947003,0.00032518618611985356,2.2619120569725007e-07,0.2613761408505405,1.155762168033134e-06
117,6,0.0014858841010401188,0.00011250195884281505,3.8613135005160575e-07,0.26119016817593793,2.095933729070159e-07
118,36,0.008915304606240713,0.00039779999591200874,1.2524816110856367e-06,0.26169799092676604,5.694459451841912e-06
119,62,0.015354135710747894,0.0007319072593209059,2.0492930534302187e-06,0.2801054384017758,0.0015229358857941754
120,4,0.0009905894006934125,8.991381061339179e-05,2.4204070036272975e-05,0.27446982055464925,4.473603006040935e-05
121,12,0.0029717682020802376,0.00017194948880466562,7.341828364129869e-07,0.2612915749967646,1.0410849313922507e-06
122,63,0.015601783060921248,0.000660524079101169,2.6258527653517476e-05,0.27557496758343003,0.0007457760472154909
123,18,0.004457652303120356,0.0002085473897771233,8.273741188011734e-07,0.2613930605903677,4.922689779281791e-07
124,4,0.0009905894006934125,0.00011232974058162626,2.180150130225077e-07,0.26115638339154057,1.6358507153718312e-07
125,4,0.0009905894006934125,7.592166875181042e-05,2.435539752846899e-05,0.27446982055464925,8.2362839065918e-06
126,7,0.001733531451213472,0.0001273415703148841,3.858498417652065e-07,0.2612070638463031,1.686971050227201e-07
127,16,0.00396235760277365,0.00024347720956291596,4.0407161648710914e-07,0.2613592233009709,6.370611703673157e-07
128,28,0.006934125804853888,0.0003067678430282077,1.5345970068819009e-06,0.2615623785464438,2.4337383726394154e-06
129,7,0.001733531451213472,0.00012350917911145407,5.461125395996136e-07,0.2612070638463031,4.498589467272537e-08
130,16,0.00396235760277365,0.0002300074101712803,6.014491928326505e-07,0.2613592233009709,2.527390717096562e-06
131,7,0.001733531451213472,0.00017343689435242747,2.121350623116856e-07,0.2612070638463031,0.0
132,16,0.00396235760277365,0.0002084674125014289,6.297684569254771e-07,0.2613592233009709,1.983731020051308e-06
133,18,0.004457652303120356,0.00023550237804358028,6.627455374266943e-07,0.2613930605903677,1.8046406979714436e-06
134,19,0.0047052996532937095,0.00021905817390362813,9.973346818842714e-07,0.2614099825208778,6.323857056647831e-07
135,10,0.0024764735017335313,0.0001716312351638319,2.2632663741750732e-07,0.26125776397515527,0.0
136,133,0.03293709757305597,0.0006337403250536821,0.0038937646321166924,0.2941862159405508,0.026870359787398053
137,16,0.00396235760277365,0.0003304194027641963,2.2446553427943542e-07,0.2613592233009709,2.113265956887789e-06
138,2,0.0004952947003467063,7.29339350530321e-05,2.054388078626819e-07,0.26112260734609416,0.0
139,9,0.002228826151560178,0.00015511284188837794,2.261585213671227e-07,0.2612408617454875,1.2268880365288736e-08
140,11,0.0027241208519068845,0.00022045298382317283,2.1807100029017548e-07,0.2612746683921061,9.16271144741008e-08
141,28,0.006934125804853888,0.0003120021058476483,1.0593458470749427e-06,0.2615623785464438,2.6854718971158224e-06
142,43,0.010648836057454186,0.0004508863208061317,1.9959061716414422e-06,0.261816767165921,5.167781965397462e-06
143,12,0.0029717682020802376,0.00029379905862812603,2.1873567024062544e-07,0.2612915749967646,1.1515220571420997e-06
144,15,0.003714710252600297,0.0002911632908825187,2.2347334031625235e-07,0.2613423079412336,8.436846952494006e-07
145,2,0.0004952947003467063,8.919860362388565e-05,2.0532901908342037e-07,0.26112260734609416,0.0
146,10,0.0024764735017335313,0.00014443058241554713,2.453877318754912e-05,0.27458180334557325,0.000141354407287742
147,6,0.0014858841010401188,0.00018001867135639642,2.1057324828294264e-07,0.26119016817593793,2.4537760730577472e-08
148,20,0.004952947003467063,0.000246266902213844,6.569049709701517e-07,0.26142690664249646,2.4037945179865694e-06
149,14,0.003467062902426944,0.0002717075425301843,2.219728119190641e-07,0.26132539477090344,3.6641108583001195e-07
150,11,0.0027241208519068845,0.00019408389327919988,4.2796195636550216e-07,0.2791179926729799,9.524858913463719e-05
151,7,0.001733531451213472,0.00015376030165803836,2.1244080467333361e-07,0.2612070638463031,3.4080223236913156e-08
152,5,0.0012382367508667657,0.00012492244142269063,3.6462694965106843e-07,0.2611732746911584,1.8403320547933104e-07
153,2,0.0004952947003467063,6.212683318297321e-05,2.1427162701047245e-07,0.26112260734609416,0.0
154,2,0.0004952947003467063,7.932370381914374e-05,2.0535337995776757e-07,0.26112260734609416,0.0
155,3,0.0007429420505200594,0.00010298408354995632,2.0671942945974374e-07,0.2611394942766604,4.089626788429578e-08
156,12,0.0029717682020802376,0.00016483892073663328,2.4567628100665886e-05,0.27461915125136016,0.00016527424249422466
157,3,0.0007429420505200594,0.00010600177299096029,2.066725143320066e-07,0.2611394942766604,4.089626788429578e-08
158,25,0.006191183754333828,0.0002996906273208094,1.1698097851659647e-06,0.2615115601321158,4.792698586965206e-06
159,14,0.003467062902426944,0.0002046728574167513,4.278086106045464e-07,0.26132539477090344,1.151331739012335e-06
160,2,0.0004952947003467063,6.9467498708458e-05,2.07432475978126e-07,0.26112260734609416,0.0
161,25,0.006191183754333828,0.0002798852018135081,1.9520147681220103e-06,0.2615115601321158,2.4042212720527196e-06
162,8,0.001981178801386825,0.00016967237746256535,2.1378421585986083e-07,0.2612239617026782,5.842323983470826e-08
163,6,0.0014858841010401188,0.00012143853497887508,2.284703956053461e-07,0.2676121678043608,2.5290532925679884e-05
164,3,0.0007429420505200594,7.388101008374698e-05,3.6975454412134997e-07,0.2611394942766604,1.7526971950412477e-08
165,11,0.0027241208519068845,0.00014915412045219805,5.865236155077161e-07,0.2612746683921061,3.3803819101741307e-07
166,4,0.0009905894006934125,0.00010901413534460111,2.104648184152613e-07,0.2677186236159915,4.3671371776444415e-07
167,7,0.001733531451213472,0.00016890007322119526,2.1204700902557685e-07,0.2612070638463031,4.498589467272537e-08
168,11,0.0027241208519068845,0.00016671442975985684,7.382756513738125e-07,0.2612746683921061,3.1351705266406723e-07
169,38,0.009410599306587419,0.0004151646984609198,2.5734492196711798e-05,0.27510560021801334,0.0004022004787300702
170,46,0.011391778107974244,0.0005074088921908395,1.8341084336473114e-06,0.26186770428015566,1.2076646755280126e-05
171,22,0.005448241703813769,0.000378355466254029,5.346910801093841e-06,0.37049270575282134,0.015492407332440639
172,41,0.010153541357107478,0.0004407711556279399,1.1212849833086385e-06,0.26178282009724474,8.376867955345824e-06
173,12,0.0029717682020802376,0.00022095845526127968,4.877908026986859e-07,0.28904795991410165,0.0036310041038157157
174,4,0.0009905894006934125,0.00013034902763874113,2.0798502564629692e-07,0.26115638339154057,4.089626788429578e-08
175,17,0.004210004952947003,0.0003793293986316261,2.416036327487147e-07,0.2613761408505405,3.309676536636223e-06
176,14,0.003467062902426944,0.00017618515353876556,4.919908368224979e-07,0.26132539477090344,3.2067729765384276e-07
177,11,0.0027241208519068845,0.0002585099773533988,2.175030632487487e-07,0.2612746683921061,3.111037521198216e-07
178,13,0.0032194155522535907,0.00018869072847033035,5.969917128098215e-07,0.2613084837895554,1.3712597154786128e-06
179,3,0.0007429420505200594,0.00012913236759476578,2.065858230508215e-07,0.2611394942766604,6.134440182644368e-08
180,20,0.004952947003467063,0.0002767445611013242,2.5674262404726814e-07,0.26142690664249646,9.112055842871576e-07
181,10,0.0024764735017335313,0.00023849264701222462,2.1690663459450955e-07,0.26125776397515527,1.8403320547933104e-07
182,3,0.0007429420505200594,0.00011527130527604326,2.0660211180890473e-07,0.2611394942766604,4.089626788429578e-08
183,2,0.0004952947003467063,6.368961659823045e-05,2.0813833508234047e-07,0.26112260734609416,0.0
184,18,0.004457652303120356,0.0002672226937983914,4.127509657429531e-07,0.2613930605903677,1.2725037854772063e-06
185,26,0.0064388311045071814,0.0002961999215015276,1.5001683200547335e-06,0.26152849740932643,2.828334869845182e-06
186,44,0.010896483407627538,0.00046621447393238173,1.679261858142617e-06,0.26183374400207493,8.069594875170074e-06
187,16,0.00396235760277365,0.00022988568150929335,2.420990119312007e-07,0.2613592233009709,4.0825673136162185e-07
188,48,0.01188707280832095,0.0005108965045625002,1.9896960088804125e-06,0.2619016733687897,1.0395368746413048e-05
189,7,0.001733531451213472,0.00014304317844236685,2.579761597250465e-07,0.2790408403012922,1.2821395685548784e-05
190,4,0.0009905894006934125,0.00010282026746515356,2.0942917857342614e-07,0.26115638339154057,1.8403320547933104e-07
191,3,0.0007429420505200594,7.61960844371223e-05,2.1344676424645404e-07,0.2611394942766604,0.0
192,5,0.0012382367508667657,0.00017301613709081926,2.092916407628304e-07,0.2611732746911584,3.680664109586621e-07
193,5,0.0012382367508667657,0.0001574726670170539,2.0926749654887213e-07,0.2611732746911584,1.8403320547933104e-07
194,19,0.0047052996532937095,0.0002639598416875759,2.5028923348084946e-07,0.2614099825208778,4.3451620726611605e-07
195,9,0.002228826151560178,0.00021693170124186377,2.1467477959842155e-07,0.2612408617454875,0.0
196,13,0.0032194155522535907,0.0001873951321712373,5.530308074892706e-07,0.2613084837895554,9.79246528679504e-07
197,16,0.00396235760277365,0.00024333864382939508,4.0852339393229505e-07,0.2613592233009709,5.392921255516175e-07
198,12,0.0029717682020802376,0.0002614245993622164,3.381745524628259e-07,0.2854920814479638,0.0016628780885075156
199,47,0.011639425458147598,0.0004970049703824462,1.5107165518289852e-06,0.2618846877229392,9.450375984913955e-06
200,57,0.014115898959881128,0.0005910801200346582,2.076614133786208e-06,0.2620546433902265,1.383389514169764e-05
201,4,0.0009905894006934125,0.00012897541087218095,2.0799429096028265e-07,0.26115638339154057,0.0
202,4,0.0009905894006934125,0.00010292663043672868,2.1454045148991788e-07,0.26757670134517264,7.655514235000146e-06
203,57,0.014115898959881128,0.0006010225402459133,2.2033374199753797e-06,0.2620546433902265,1.6468476377937862e-05
204,22,0.005448241703813769,0.0002962826897902639,4.407386577633112e-07,0.26146076146076147,2.729575812106239e-06
205,2,0.0004952947003467063,8.219518722798913e-05,2.053456831963083e-07,0.26112260734609416,0.0
206,4,0.0009905894006934125,9.395375113592259e-05,2.1563067903175985e-07,0.26115638339154057,1.6358507153718312e-07
207,3,0.0007429420505200594,7.058161753737582e-05,5.318790178069814e-07,0.2611394942766604,0.0
208,7,0.001733531451213472,0.00010922841949088753,4.2907608506468856e-07,0.2612070638463031,1.8607645913792854e-08
209,1,0.00024764735017335313,5.2591423276218314e-05,2.040567347538911e-07,0.26110572259941806,0.0
210,1,0.00024764735017335313,5.2591423276218314e-05,2.0405673474675536e-07,0.26110572259941806,0.0
211,30,0.007429420505200594,0.00032880769401620797,1.1913740552427994e-06,0.26159626846333245,2.256933560691282e-06
212,18,0.004457652303120356,0.00021432815128277834,9.664497269180056e-07,0.2613930605903677,8.259734640887314e-07
213,39,0.009658246656760773,0.00044529886849428447,2.6147499841446955e-05,0.2751243442120324,0.0004681297730936088
214,17,0.004210004952947003,0.0003403575506892807,2.261075005871249e-07,0.2613761408505405,1.8705660814077714e-06
215,1,0.00024764735017335313,5.2591423276218314e-05,2.040567347485049e-07,0.26110572259941806,0.0
216,2,0.0004952947003467063,7.316135797264995e-05,2.053722483857273e-07,0.26112260734609416,0.0
217,8,0.001981178801386825,0.00015475317259206118,4.1102477434632286e-07,0.27906012439530065,3.177245113002008e-05
218,9,0.002228826151560178,0.00021693170124186377,2.1467477959905582e-07,0.2612408617454875,0.0
219,6,0.0014858841010401188,0.0001871288407649585,2.1054139382219127e-07,0.26119016817593793,2.453776073057747e-07
220,4,0.0009905894006934125,0.00010976491449644481,2.0823022372637013e-07,0.26115638339154057,0.0
221,8,0.001981178801386825,0.00012002945878746593,7.296104790949167e-07,0.2612239617026782,4.898257539778154e-08
222,11,0.0027241208519068845,0.0001597196367977622,4.2963560386205636e-07,0.2612746683921061,5.93316769541078e-07
223,27,0.006686478454680535,0.0002889286561887119,1.2258676725333172e-06,0.261545436880627,1.1271584511988172e-06
224,28,0.006934125804853888,0.00031577258923565563,1.5120150540371967e-06,0.2615623785464438,2.9643732800200658e-06
225,10,0.0024764735017335313,0.0002356740824566413,2.1622034504676124e-07,0.26125776397515527,1.4547386718842358e-07
226,14,0.003467062902426944,0.0002702688049305354,2.2210557244746972e-07,0.26132539477090344,3.0672643513523615e-07
227,15,0.003714710252600297,0.00034158982143158703,2.228639044809601e-07,0.2613423079412336,1.5809328699272056e-06
228,3,0.0007429420505200594,8.191472452896019e-05,2.0951264682293064e-07,0.2611394942766604,0.0
229,6,0.0014858841010401188,0.00011381076457556984,2.430662083390295e-07,0.26119016817593793,2.810465326785439e-07
230,9,0.002228826151560178,0.00025568030168036726,2.1471268200612708e-07,0.2612408617454875,1.5233859786900177e-06
231,21,0.005200594353640416,0.00026583921687860527,8.209618469048975e-07,0.2614438329556491,2.8865793589644363e-06
232,25,0.006191183754333828,0.0002807639719424711,1.1858881937930746e-06,0.2615115601321158,1.3245464993391094e-06
233,2,0.0004952947003467063,9.172093610965165e-05,2.0532123093888322e-07,0.26112260734609416,0.0
234,2,0.0004952947003467063,6.156088050173824e-05,2.168262714012677e-07,0.26112260734609416,0.0
235,5,0.0012382367508667657,9.539300445966986e-05,6.841300977521051e-07,0.2611732746911584,3.9873861187188394e-08
236,37,0.009162951956414065,0.00041031916579837934,1.71699266041269e-06,0.26171495236243436,8.01595841612901e-06
237,7,0.001733531451213472,0.00014051490911703464,2.3271447991613174e-07,0.2612070638463031,9.201660273966552e-08
238,23,0.005695889053987122,0.0002629615278805077,6.837669692269758e-07,0.2614776921582594,1.5156979955809631e-06
239,59,0.014611193660227836,0.0006249254018258981,2.0734400075633365e-06,0.26208866099824757,1.8449221399712053e-05
240,3,0.0007429420505200594,8.5221027342802e-05,2.0809257521136763e-07,0.2611394942766604,6.134440182644368e-08
241,2,0.0004952947003467063,8.584029528609231e-05,2.0533695783339295e-07,0.26112260734609416,0.0
242,24,0.005943536404160475,0.00031696122939207466,5.87601375904263e-07,0.26149462504856885,3.4113860859848286e-06
243,8,0.001981178801386825,0.00019283583150295113,2.1360513545613018e-07,0.2612239617026782,4.675806628104484e-07
244,2,0.0004952947003467063,9.172093610965165e-05,2.0532123094168068e-07,0.26112260734609416,0.0
245,5,0.0012382367508667657,0.0001492859868693686,2.093841674327078e-07,0.2611732746911584,1.8403320547933104e-07
246,14,0.003467062902426944,0.00018008523286646146,2.5653817555734005e-05,0.2746565093184601,3.8221640264939955e-05
247,3,0.0007429420505200594,8.422336345097661e-05,3.5487993188366085e-07,0.2611394942766604,6.134440182644368e-08
248,21,0.005200594353640416,0.0002488185997176479,1.0043349115953214e-06,0.2614438329556491,2.118816268883605e-06
249,24,0.005943536404160475,0.00032177434292800835,7.371536899633383e-07,0.26149462504856885,3.218483170457865e-06
250,5,0.0012382367508667657,8.991070265063983e-05,3.9995172136418115e-07,0.2611732746911584,2.1706480646280067e-08
251,14,0.003467062902426944,0.00021865772909244487,5.497238891108585e-07,0.26132539477090344,3.939186945855204e-07
252,65,0.016097077761267953,0.000669817854966544,2.582351127273526e-06,0.2621907668333225,1.9885434414856687e-05
253,3,0.0007429420505200594,0.00010958436029004845,2.06651453998179e-07,0.2611394942766604,4.089626788429578e-08
254,17,0.004210004952947003,0.00024026832100846923,2.4313536579924876e-07,0.2613761408505405,1.336121791007707e-07
255,2,0.0004952947003467063,8.584029528609231e-05,2.0533695783497547e-07,0.26112260734609416,0.0
256,2,0.0004952947003467063,9.172093610965165e-05,2.0532123093676397e-07,0.26112260734609416,0.0
